country_code,region_name,club_name
BA,====================================,FK Olimpic Sarajevo
BA,====================================,FK Željezničar
BA,====================================,HŠK Zrinjski
BA,====================================,Velež Mostar
BA,====================================,NK Široki Brijeg
BA,====================================,FK Borac Banja Luka
BA,====================================,FK Modriča
BA,====================================,FK Sloboda Tuzla
BA,====================================,FK Radnik Bijeljina
BA,====================================,FK Tuzla City
BA,====================================,NK Čelik Zenica
BA,====================================,FK Mladost Doboj Kakanj
BA,====================================,Zvijezda 09
BA,====================================,NK Brotnjo
BA,====================================,FK Leotar
BA,====================================,FK Budućnost Banovići
BA,====================================,HNK Orašje
BA,====================================,NK Žepče (1919-2010)
BA,====================================,NK GOŠK Gabela
BA,====================================,FK Igman Konjic
BA,====================================,NK Posušje
BA,====================================,FK Sloga Doboj
BG,==========================,PFC CSKA Sofia
BG,==========================,PFC Levski Sofia
BG,==========================,PFC Slavia Sofia
BG,==========================,PFC Lokomotiv Sofia
BG,==========================,Tsarsko Selo Sofia
BG,==========================,PFC Akademik Sofia
BG,==========================,FC Septemvri Sofia
BG,==========================,Tsarsko Selo
BG,==========================,PFC Botev Plovdiv
BG,==========================,PFC Lokomotiv Plovdiv
BG,==========================,Spartak Plovdiv
BG,==========================,PFC Litex Lovech
BG,==========================,PFC Cherno More Varna
BG,==========================,FC Spartak Varna
BG,==========================,PFC Ludogorets Razgrad
BG,==========================,PFC Beroe Stara Zagora
BG,==========================,PFC Lokomotiv Stara Zagora (1934-2009)
BG,==========================,PFC Montana
BG,==========================,FC Pirin Blagoevgrad
BG,==========================,FC Dunav Ruse
BG,==========================,POFC Botev Vratsa
BG,==========================,SFC Etar Veliko Tarnovo
BG,==========================,FC Arda Kardzhali
BG,==========================,FC Etar Veliko Tarnovo
BG,==========================,Vitosha Bistritsa
BG,==========================,FC Hebar Pazardzhik
BG,==========================,OFC Sliven 2000
BG,==========================,FC Sliven (-2000)
BG,==========================,FC Krumovgrad
BG,==========================,PFC Marek Dupnitsa
BG,==========================,Neftochimik Burgas
BG,==========================,FC Shumen 1929 (-2016)
HR,===============================,GNK Dinamo Zagreb
HR,===============================,NK Zagreb
HR,===============================,NK Lokomotiva Zagreb
HR,===============================,NK Trešnjevka Zagreb
HR,===============================,NK Lučko Zagreb
HR,===============================,NK Hrvatski Dragovoljac
HR,===============================,NK Rudeš
HR,===============================,NK Croatia Sesvete (1957-2012)
HR,===============================,HNK Hajduk Split
HR,===============================,RNK Split
HR,===============================,NK Slaven Belupo
HR,===============================,NK Varaždin
HR,===============================,HNK Rijeka
HR,===============================,HNK Orijent
HR,===============================,NK Osijek
HR,===============================,HNK Cibalia
HR,===============================,HNK Šibenik
HR,===============================,HNK Gorica
HR,===============================,NK Istra 1961
HR,===============================,NK Inter Zaprešić
HR,===============================,NK Karlovac
HR,===============================,NK Zadar
HR,===============================,NK Međimurje Čakovec
HR,===============================,NK Kamen Ingrad (1929-2008)
HR,===============================,HNK Vukovar 1991
CY,============================,AC Omonia Nicosia
CY,============================,PΑC Omonia 29M
CY,============================,APOEL Nicosia FC
CY,============================,Olympiakos Nicosia FC
CY,============================,AEL Limassol
CY,============================,Apollon Limassol FC
CY,============================,Aris Limassol FC
CY,============================,Karmiotissa Pano Polemidia
CY,============================,Anorthosis Famagusta FC
CY,============================,AEK Larnaca FC
CY,============================,Omonia Aradippou
CY,============================,Pezoporikos Larnaca (1927-1994)
CY,============================,EPA Larnaca (1930-1994)
CY,============================,Alki Larnaca FC (1948-2014)
CY,============================,APOP/Kinyras Peyias FC
CY,============================,Ermis Aradippou FC
CY,============================,Ethnikos Achnas FC
CY,============================,Pafos FC
CY,============================,Doxa Katokopia FC
CY,============================,Enosis Neon Paralimni FC
CY,============================,Nea Salamis Famagusta FC
CY,============================,Digenis Morphou
CY,============================,Alki Oroklini
CY,============================,Othellos Athienou
CY,============================,AEZ Zakakiou
CZ,================================,AC Sparta Praha
CZ,================================,ii)  AC Sparta Praha B
CZ,================================,FK Dukla Praha
CZ,================================,SK Slavia Praha
CZ,================================,Bohemians Praha 1905
CZ,================================,FK Viktoria Žižkov
CZ,================================,FK Slavoj Vyšehrad
CZ,================================,FK Mladá Boleslav
CZ,================================,Viktoria Plzeň
CZ,================================,FC Slovan Liberec
CZ,================================,FK Jablonec
CZ,================================,FC Baník Ostrava
CZ,================================,SK Sigma Olomouc
CZ,================================,ii) Sigma Olomouc B
CZ,================================,FK Teplice
CZ,================================,1. FC Slovácko
CZ,================================,FC Zlín
CZ,================================,FC Vysočina Jihlava
CZ,================================,FC Zbrojovka Brno
CZ,================================,FC LeRK Brno  (1910-1995)
CZ,================================,SK Líšeň
CZ,================================,MFK Karviná
CZ,================================,SFC Opava
CZ,================================,SK Dynamo České Budějovice
CZ,================================,FK Ústí nad Labem
CZ,================================,FC Hradec Králové
CZ,================================,MFK Vítkovice
CZ,================================,1. SC Znojmo FK
CZ,================================,SK Kladno
CZ,================================,FK Drnovice (1932-2006)
CZ,================================,FK Pardubice
CZ,================================,1. SK Prostějov
CZ,================================,FC Sellier & Bellot Vlašim
CZ,================================,FC Silon Táborsko
CZ,================================,MFK Chrudim
CZ,================================,Hanácká Slávia Kroměříž
CZ,================================,FK Varnsdorf
CZ,================================,FK Příbram
CZ,================================,MFK Vyškov
CZ,================================,FK Třinec
CZ,================================,FK Baník Sokolov
DK,Hovedstaden,FC København
DK,Hovedstaden,B 1903 København (1903-1992)
DK,Hovedstaden,KB København (1876-1992)
DK,Hovedstaden,B93 København
DK,Hovedstaden,BK Fremad Amager
DK,Hovedstaden,Brønshøj BK
DK,Hovedstaden,B 1908 Amager
DK,Hovedstaden,Vanløse IF
DK,Hovedstaden,BK Frem
DK,Hovedstaden,Akademisk Boldklub
DK,Hovedstaden,Brøndby IF
DK,Hovedstaden,FC Nordsjælland
DK,Hovedstaden,FC Helsingør
DK,Hovedstaden,Lyngby BK
DK,Nordjylland,Aalborg BK
DK,Nordjylland,Hobro IK
DK,Nordjylland,Vendsyssel FF
DK,Midtjylland,FC Midtjylland
DK,Midtjylland,Ikast FS (1935-1999)
DK,Midtjylland,AGF Aarhus
DK,Midtjylland,Viborg FF
DK,Midtjylland,AC Horsens
DK,Midtjylland,Silkeborg IF
DK,Østjylland,Randers FC
DK,Østjylland,Randers Freja
DK,Syddanmark,Sønderjysk Elitesport
DK,Syddanmark,Odense BK
DK,Syddanmark,B 1909 Odense
DK,Syddanmark,B 1913 Odense
DK,Syddanmark,Esbjerg fB
DK,Syddanmark,Vejle
DK,Sjælland,FC Vestsjælland
DK,??,HB Køge
DK,??,Herfølge BK (1921-2009)
DK,??,Køge BK (1927-2009)
DK,??,Holbæk B&I
DK,??,FC Fredericia
DK,??,Skive IK
DK,??,Kolding IF
DK,??,FC Roskilde
DK,??,Hvidovre IF
DK,??,Nykøbing FC
DK,??,B 1901 Nykøbing (1901-1994)
DK,??,Næstved BK
DK,??,Hillerød Fodbold
DK,??,Middelfart BK
DK,??,Varde IF
DK,??,Thisted FC
DK,??,Viby IF
DK,??,Hellerup IK
ENG,================================,Arsenal FC
ENG,================================,Chelsea FC
ENG,================================,Tottenham Hotspur FC
ENG,================================,West Ham United FC
ENG,================================,Fulham FC
ENG,================================,Charlton Athletic FC
ENG,================================,Crystal Palace FC
ENG,================================,Wimbledon FC
ENG,================================,AFC Wimbledon
ENG,================================,Kingstonian FC
ENG,================================,Queens Park Rangers FC
ENG,================================,Millwall FC
ENG,================================,Brentford FC
ENG,================================,Leyton Orient FC
ENG,================================,Barnet FC
ENG,================================,Dagenham & Redbridge FC
ENG,================================,Bromley FC
ENG,================================,Hayes & Yeading United FC
ENG,================================,Welling United FC
ENG,================================,Sutton United FC
ENG,================================,Thames AFC (1928-1932)
ENG,================================,Hampton & Richmond Borough FC
ENG,================================,Haringey Borough FC
ENG,================================,Carshalton Athletic FC
ENG,================================,Dulwich Hamlet FC
ENG,================================,Wealdstone FC
ENG,Lancashire,Everton FC
ENG,Lancashire,Liverpool FC
ENG,Lancashire,Blackburn Rovers FC
ENG,Lancashire,Burnley FC
ENG,Lancashire,Blackpool FC
ENG,Lancashire,South Shore FC
ENG,Lancashire,Preston North End FC
ENG,Lancashire,AFC Fylde
ENG,Lancashire,Darwen FC (1870-2009)
ENG,Lancashire,Bootle FC (1879-1893)
ENG,================================,Nelson FC
ENG,================================,Manchester United FC
ENG,================================,Manchester City FC
ENG,Greater Manchester,Oldham Athletic AFC
ENG,Greater Manchester,Bolton Wanderers FC
ENG,Greater Manchester,Wigan Athletic FC
ENG,Greater Manchester,Wigan Borough FC (1920-1931)
ENG,Greater Manchester,Atherton Collieries
ENG,Greater Manchester,Stockport County FC
ENG,Greater Manchester,Bury FC
ENG,Greater Manchester,Rochdale AFC
ENG,Greater Manchester,Altrincham FC
ENG,Greater Manchester,Droylsden FC
ENG,Greater Manchester,Hyde United FC
ENG,Greater Manchester,Stalybridge Celtic FC
ENG,Greater Manchester,Salford City FC
ENG,Warwickshire,Aston Villa FC
ENG,Warwickshire,Birmingham City FC
ENG,Northumberland,Newcastle United FC
ENG,Northumberland,Newcastle West End FC
ENG,Northumberland,Newcastle East End FC
ENG,Northumberland,Ashington AFC
ENG,Tyne and Wear,South Shields FC
ENG,Tyne and Wear,Gateshead FC
ENG,Hampshire,Southampton FC
ENG,Hampshire,Aldershot Town FC
ENG,Hampshire,Portsmouth FC
ENG,Hampshire,Eastleigh FC
ENG,Hampshire,Havant & Waterlooville FC
ENG,================================,Sunderland AFC
ENG,================================,Leicester City FC
ENG,Leicestershire,Loughborough FC (1886-1900)
ENG,West Midlands,West Bromwich Albion FC
ENG,West Midlands,Coventry City FC
ENG,West Midlands,Wolverhampton Wanderers FC
ENG,West Midlands,Walsall FC
ENG,West Midlands,Solihull Moors FC
ENG,West Midlands,Stafford Rangers FC
ENG,West Midlands,Stourbridge FC
ENG,North Yorkshire,York City FC
ENG,North Yorkshire,Middlesbrough FC
ENG,North Yorkshire,Middlesbrough Ironopolis FC (1889-1894)
ENG,North Yorkshire,Scarborough Athletic FC
ENG,North Yorkshire,Scarborough FC (1879-2007)
ENG,North Yorkshire,Harrogate Town AFC
ENG,West Yorkshire,Leeds United FC
ENG,West Yorkshire,Leeds City FC (1904-1919)
ENG,West Yorkshire,Bradford City AFC
ENG,West Yorkshire,Bradford Park Avenue AFC
ENG,West Yorkshire,Huddersfield Town AFC
ENG,West Yorkshire,FC Halifax Town
ENG,West Yorkshire,Farsley Celtic FC
ENG,West Yorkshire,Guiseley AFC
ENG,East Yorkshire,Hull City AFC
ENG,East Yorkshire,North Ferriby United AFC
ENG,South Yorkshire,Sheffield Wednesday FC
ENG,South Yorkshire,Sheffield United FC
ENG,South Yorkshire,Barnsley FC
ENG,South Yorkshire,Rotherham United FC
ENG,South Yorkshire,Rotherham County FC (1870-1925)
ENG,South Yorkshire,Rotherham Town FC (1899-1925)
ENG,South Yorkshire,Doncaster Rovers FC
ENG,Staffordshire,Stoke City FC
ENG,Staffordshire,Port Vale FC
ENG,Staffordshire,Burton Albion FC
ENG,Staffordshire,Burton United FC (1901-1910)
ENG,Staffordshire,Burton Swifts FC (1871-1901)
ENG,Staffordshire,Burton Wanderers FC (1871-1901)
ENG,Staffordshire,Tamworth FC
ENG,Derbyshire,Derby County FC
ENG,Norfolk,Norwich City FC
ENG,Norfolk,King's Lynn FC
ENG,Hertfordshire,Watford FC
ENG,Hertfordshire,Hitchin Town FC
ENG,Oxfordshire,Oxford United FC
ENG,Oxfordshire,Oxford City FC
ENG,Cambridgeshire,Peterborough United FC
ENG,Cambridgeshire,Cambridge United FC
ENG,Cambridgeshire,Histon FC
ENG,Suffolk,Ipswich Town FC
ENG,Nottinghamshire,Notts County FC
ENG,Nottinghamshire,Nottingham Forest FC
ENG,Nottinghamshire,Mansfield Town FC
ENG,Dorset,AFC Bournemouth
ENG,Dorset,Weymouth FC
ENG,Berkshire,Reading FC
ENG,Berkshire,Maidenhead United FC
ENG,Berkshire,Slough Town FC
ENG,East Sussex,Brighton & Hove Albion FC
ENG,East Sussex,Eastbourne Borough FC
ENG,East Sussex,Lewes FC
ENG,West Sussex,Crawley Town FC
ENG,West Sussex,Chichester City FC
ENG,Wiltshire,Swindon Town FC
ENG,Wiltshire,Chippenham Town FC
ENG,Essex,Colchester United FC
ENG,Essex,Southend United FC
ENG,Essex,Braintree Town FC
ENG,Essex,Grays Athletic FC
ENG,Essex,Canvey Island FC
ENG,Essex,Billericay Town FC
ENG,Essex,Maldon & Tiptree FC
ENG,Lincolnshire,Lincoln City FC
ENG,Lincolnshire,Scunthorpe United FC
ENG,Lincolnshire,Boston United FC
ENG,Lincolnshire,Gainsborough Trinity FC
ENG,North East Lincolnshire,Grimsby Town FC
ENG,================================,Bristol City FC
ENG,================================,Bristol Rovers FC
ENG,Merseyside,Tranmere Rovers FC
ENG,Merseyside,Southport FC
ENG,Merseyside,New Brighton Tower FC (1898-1901)
ENG,Devon,Plymouth Argyle FC
ENG,Devon,Exeter City FC
ENG,Devon,Torquay United FC
ENG,Kent,Gillingham FC
ENG,Kent,Maidstone United FC
ENG,Kent,Dartford FC
ENG,Kent,Dover Athletic FC
ENG,Kent,Ebbsfleet United FC
ENG,Bedfordshire,Luton Town FC
ENG,Buckinghamshire,Milton Keynes Dons FC
ENG,Buckinghamshire,Wycombe Wanderers FC
ENG,Somerset,Yeovil Town FC
ENG,Somerset,Bath City FC
ENG,Somerset,Weston-super-Mare AFC
ENG,Gloucestershire,Forest Green Rovers FC
ENG,Gloucestershire,Cheltenham Town FC
ENG,Worcestershire,Kidderminster Harriers FC
ENG,Surrey,Woking FC
ENG,Surrey,Metropolitan Police FC
ENG,Surrey,Dorking Wanderers FC
ENG,Derbyshire,Chesterfield FC
ENG,Derbyshire,Alfreton Town FC
ENG,Derbyshire,Glossop North End AFC
ENG,Cumbria,Carlisle United FC
ENG,Cumbria,Barrow AFC
ENG,Cumbria,Workington AFC
ENG,Northamptonshire,Northampton Town FC
ENG,Northamptonshire,Rushden & Diamonds (1992-2011)
ENG,Northamptonshire,AFC Rushden & Diamonds
ENG,Northamptonshire,Kettering Town FC
ENG,Shropshire,Shrewsbury Town FC
ENG,Shropshire,Telford United FC (1872-2004)
ENG,Shropshire,AFC Telford United
ENG,Cheshire,Chester FC
ENG,Cheshire,Crewe Alexandra FC
ENG,Cheshire,Macclesfield Town FC
ENG,Cheshire,Northwich Victoria FC
ENG,Cheshire,Nantwich Town FC
ENG,Lancashire,Fleetwood Town FC
ENG,Lancashire,Accrington Stanley FC
ENG,Lancashire,Accrington FC (1878-1896)
ENG,Lancashire,Morecambe FC
ENG,Lancashire,Chorley FC
ENG,Herefordshire,Hereford FC (2014-)
ENG,Herefordshire,Hereford United FC (1924-2014)
ENG,Hertfordshire,St. Albans City FC
ENG,Hertfordshire,Boreham Wood FC
ENG,Hertfordshire,Stevenage FC
ENG,Durham,Hartlepool United FC
ENG,Durham,Darlington FC
ENG,Durham,Durham City AFC
ENG,Wiltshire,Salisbury City FC (1947-2014)
ENG,Wiltshire,Salisbury FC (2015-)
ENG,Warwickshire,Nuneaton Borough FC
ENG,================================,Berwick Rangers
EE,==========================,FC Levadia Tallinn
EE,==========================,FC Flora Tallinn
EE,==========================,FC TVMK Tallinn
EE,==========================,FCI Tallinn
EE,==========================,JK Tallinna Kalev
EE,==========================,FC Nõmme United
EE,==========================,FC Norma Tallinn (1959-1997)
EE,==========================,FC Lantana Tallinn (1994-1999)
EE,==========================,JK Trans Narva
EE,==========================,JK Nõmme Kalju
EE,==========================,JK Sillamäe Kalev
EE,==========================,FC Santos Tartu
EE,==========================,JK Tammeka Tartu
EE,==========================,Paide Linnameeskond
EE,==========================,JK Tulevik Viljandi
EE,==========================,FC Kuressaare
EE,==========================,Maardu Esteve
EE,==========================,Pärnu JK Vaprus
FO,==============================,HB Tórshavn
FO,==============================,B36 Tórshavn
FO,==============================,EB/Streymur
FO,==============================,NSÍ Runavík
FO,==============================,Víkingur Gøta
FO,==============================,GÍ Gøta (1926-2008)
FO,==============================,ÍF Fuglafjørdur
FO,==============================,KÍ Klaksvík
FO,==============================,Skála ÍF
FO,==============================,TB Tvøroyri
FO,==============================,AB Argir
FO,==============================,B68 Toftir
FO,==============================,FC Suðuroy
FO,==============================,VB Vágur (1905-2005)
FO,==============================,07 Vestur
FO,==============================,B71 Sandoy
FI,=============================,HJK Helsinki
FI,=============================,Klubi 04
FI,=============================,HIFK Helsinki
FI,=============================,HPS Helsinki
FI,=============================,Finnairin Palloilijat Helsinki (1965-1998)
FI,=============================,FC Jokerit (1999-2004)
FI,=============================,IF Gnistan
FI,=============================,KäPa
FI,=============================,FC Haka Valkeakoski
FI,=============================,FC Inter Turku
FI,=============================,TPS Turku
FI,=============================,FC Honka Espoo
FI,=============================,KuPS Kuopio
FI,=============================,Koparit Kuopio (1931-1990)
FI,=============================,Myllykosken Pallo -47
FI,=============================,FC Lahti
FI,=============================,FC Kuusysi
FI,=============================,FC Reipas Lahti
FI,=============================,JJK Jyväskylä
FI,=============================,Tampere United
FI,=============================,FC Ilves
FI,=============================,Ilves-Kissat Tampere
FI,=============================,Tampereen Pallo-Veikot
FI,=============================,IFK Mariehamn
FI,=============================,KPV Kokkola
FI,=============================,Rovaniemen Palloseura
FI,=============================,SJK Seinäjoki
FI,=============================,SJK Akatemia
FI,=============================,Vaasan Palloseura
FI,=============================,Vasa IFK
FI,=============================,FC Haka
FI,=============================,FF Jaro
FI,=============================,KTP Kotka
FI,=============================,PK-35 Vantaa
FI,=============================,Palloseura Kemi Kings
FI,=============================,Ekenäs IF
FI,=============================,PEPO Lappeenranta
FI,=============================,JIPPO Joensuu
FI,=============================,FC Jazz
FI,=============================,AC Oulu
FI,=============================,OPS Oulu
FI,=============================,Mikkelin Palloilijat
FI,=============================,Järvenpään Palloseura
FI,=============================,Salon Palloilijat
FI,=============================,AC Vantaan Allianssi (2002-2006)
FR,Île-de-France,Paris Saint-Germain
FR,Île-de-France,Paris FC
FR,Île-de-France,Red Star FC
FR,Île-de-France,Racing Club de France
FR,================================,FC Versailles
FR,Hauts-de-France,Amiens SC
FR,Hauts-de-France,FC Chambly
FR,Pays de la Loire,Angers SCO
FR,Nouvelle-Aquitaine,Girondins de Bordeaux
FR,================================,Stade Malherbe Caen
FR,================================,Dijon FCO
FR,================================,EA Guingamp
FR,================================,Lille OSC
FR,================================,Olympique Lyonnais
FR,================================,Olympique de Marseille
FR,================================,FC Metz
FR,================================,Montpellier HSC
FR,================================,FC Nantes
FR,================================,OGC Nice
FR,================================,Stade Rennais FC
FR,================================,AS Saint-Étienne
FR,================================,RC Strasbourg
FR,================================,Toulouse FC
FR,================================,ES Troyes AC
FR,================================,Stade de Reims
FR,================================,Nîmes Olympique
FR,================================,AC Ajaccio
FR,================================,GFC Ajaccio
FR,================================,AJ Auxerre
FR,================================,Bourg-en-Bresse 01
FR,================================,Stade Brestois 29
FR,================================,LB Châteauroux
FR,================================,Clermont Foot 63
FR,================================,Le Havre AC
FR,================================,RC Lens
FR,================================,FC Lorient
FR,================================,AS Nancy Lorraine
FR,================================,Chamois Niortais FC
FR,================================,US Orléans
FR,================================,US Quevilly-Rouen Métropole
FR,================================,FC Sochaux-Montbéliard
FR,================================,Tours FC
FR,================================,Valenciennes FC
FR,================================,AC Arles-Avignon
FR,================================,SC Bastia
FR,================================,CA Bastia
FR,================================,AS Beauvais Oise
FR,================================,Racing Besançon
FR,================================,US Boulogne
FR,================================,AS Cannes
FR,================================,FCO Charleville
FR,================================,US Créteil
FR,================================,SAS Épinal
FR,================================,Évian TG FC
FR,================================,Grenoble Foot 38
FR,================================,FC Gueugnon
FR,================================,FC Istres
FR,================================,Stade Lavallois
FR,Pays de la Loire,Le Mans FC
FR,================================,FC Libourne-Saint-Seurin
FR,================================,CS Louhans-Cuiseaux
FR,================================,FC Martigues
FR,================================,FC Mulhouse
FR,================================,Perpignan FC
FR,================================,FC Rouen
FR,================================,CS Sedan-Ardennes
FR,================================,FC Sète
FR,================================,Stade Briochin
FR,================================,Sporting Toulon Var
FR,================================,ASOA Valence
FR,================================,Vannes OC
FR,================================,Wasquehal Foot
FR,Occitanie,Rodez AF
FR,Occitanie,AS Béziers
FR,================================,Angoulême-Soyaux Charente
FR,================================,Pau FC
FR,================================,USL Dunkerque
FR,================================,Le Puy
FR,================================,US Concarneau
FR,================================,FC Annecy
FR,================================,SO Cholet
FR,================================,GOAL FC
FR,================================,Marignane GCB
FR,================================,FC Villefranche
FR,================================,US Avranches
FR,================================,AS Saint-Priest
GE,==============================,FC Dinamo Tbilisi
GE,==============================,FC Locomotive Tbilisi
GE,==============================,FC Iberia 1999 Tbilisi
GE,==============================,FC Ameri Tbilisi (2002-2009)
GE,==============================,FC Zestafoni
GE,==============================,FC Margveti Zestafoni (1990-2000)
GE,==============================,FC Metalurgi Rustavi
GE,==============================,FC Dila Gori
GE,==============================,FC WIT Georgia
GE,==============================,FC Gagra
GE,==============================,FC Torpedo Kutaisi
GE,==============================,FC Chikhura Sachkhere
GE,==============================,FC Samtredia
GE,==============================,FC Dinamo Batumi
GE,==============================,FC Tskhinvali
GE,==============================,FC Sioni Bolnisi
GE,==============================,FC Kolkheti Poti
GE,==============================,FC Telavi
GE,==============================,FC Samgurali
